subject  postlife      religion      gender  
  1498    1  2  2
  1499    1  2  2
  1500    1  2  2
  1501    1  2  2
  1502    1  2  2
  1503    1  2  2
  1504    1  2  2
  1505    1  2  2
  1506    1  2  2
  1507    1  2  2
  1508    1  2  2
  1509    1  2  2
  1510    1  2  2
  1511    2  2  2
  1512    2  2  2
  1513    2  2  2
  1514    2  2  2
  1515    2  2  2
  1516    2  2  2
  1517    2  2  2
  1518    2  2  2
  1519    2  2  2
  1520    2  2  2
  1521    2  2  2
  1522    2  2  2
  1523    2  2  2
  1524    2  2  2
  1525    2  2  2
  1526    2  2  2
  1527    2  2  2
  1528    2  2  2
  1529    2  2  2
  1530    2  2  2
  1531    2  2  2
  1532    2  2  2
  1533    2  2  2
  1534    2  2  2
  1535    2  2  2
  1536    2  2  2
  1537    1  3  2
  1538    1  3  2
  1539    1  3  2
  1540    1  3  2
  1541    1  3  2
  1542    1  3  2
  1543    1  3  2
  1544    1  3  2
  1545    1  3  2
  1546    2  3  2
  1547    2  3  2
  1548    2  3  2
  1549    2  3  2
  1550    2  3  2
  1551    2  3  2
  1552    2  3  2
  1553    2  3  2
